doc_id,company,product,report_type,audit_period,auditor,opinion,hq,signing_authority,extraction_method,page_count,score_overall,score_infrastructure,score_app_architecture,score_data_layer,score_security,score_devops,score_bcdr,score_vendor_diversity,cloud_provider,regions,availability_zones,additional_cloud,serverless,cdn,has_vpc,has_waf,has_firewall,has_ids_ips,has_vpn,has_tls,multi_region,topology,arch_pattern,languages,frameworks,compute,branch_protection,databases,caching,backup_frequency,multi_az,per_tenant_segregation,identity_provider,has_mfa,has_rbac,quarterly_reviews,has_vuln_scanning,has_pen_testing,has_server_hardening,has_cyber_insurance,has_bcdr_policy,annual_dr_testing,daily_backups,controls_tested,exceptions,vendor_count,red_flag_count,yellow_flag_count,green_flag_count,system_overview,has_report,has_diagram,cloud,type
1QcHFldK6WQSyEkTAMSxvRJW0IyEBCmCECqmxl19pmCQ,Rally Europe B.V.,Rally Fleet Expense Management Platform,SOC 2 Type 2,"August 25, 2025 - November 25, 2025",Accorp Partners (accorp),unqualified,Amsterdam,"Thiago Peres, Managing Director and CTO",vision-single,32,,,,,,,,,Supabase,"[""Not specified - hosted in Supabase high availability data centers""]",Multiple availability zones (multi-AZ deployment),[],"[""Supabase Edge Functions implied""]",Not specified,True,False,True,True,True,True,False,System hosted in Supabase virtual private cloud (VPC) environment with segmented VPCs and access control lists (ACLs). Production servers maintain failover capabilities in the event of physical hardware or logical software failures.,Cloud-native SaaS platform,"[""Not specified""]","[""Supabase""]","[""Virtual servers hosted by Supabase""]",True,"[""Supabase (PostgreSQL)""]","[""Not specified""]",Daily backups maintained,True,True,Supabase,True,True,False,True,True,True,True,True,False,True,0,1,2,3,4,7,"Rally is a financial technology company providing a unified fleet payment and expense management platform designed to help businesses that operate vehicle fleets streamline and control their spending across multiple categories. The platform consolidates fuel purchases, electric vehicle (EV) charging, toll payments, parking fees, and vehicle maintenance expenses into a single system with real-time visibility, AI-powered analytics for fraud detection, and automated expense tracking.",True,True,Supabase,Type 2
1PnJ0bQa9pd8FcyBtaTVJCUgeCP9BL5JKEYhvjoyI12o,"Conway Enterprises, Inc.",Conway Platform,SOC 2 Type II,"August 21, 2025 - November 21, 2025",Accorp Partners (ACCORP PARTNERS),unqualified,"832 Sansome Street, San Francisco, California 94111","Anne Matheson Brandes, Founder",vision-single,29,,,,,,,,,Vercel,[],Multi-availability zones configured,[],"[""Vercel""]",,True,False,True,False,False,False,False,Traffic managed through Vercel infrastructure; firewall access restricted to authorized personnel,Serverless/Edge deployment via Vercel,[],[],"[""Vercel Serverless""]",False,[],[],Daily,True,False,Local/Vercel Password Policy,False,True,False,False,False,False,False,True,True,True,28,0,1,4,5,7,Technology company that automates data analysis end-to-end from pre-processing to root cause,True,True,Vercel,Type 2
16-beznurPPIJSvxbdhApJR-78jmHaVE1S_mIKlC4k5M,"Thunder GPU, Inc.","Thunder Compute Platform / Low-cost, easy-to-use GPU cloud for developers",SOC 2 Type II,"August 29, 2025 - November 29, 2025",Accorp Partners,unqualified,[Company Address] - Template Placeholder,"Your Name Here, [Designation] - Template Placeholder",vision-single,32,,,,,,,,,Microsoft Azure,"[""West"", ""East (implied from VPE West/VPE East in diagram)""]",Multiple availability zones within Azure regions,[],[],,True,False,True,True,True,True,True,"Hosted in Microsoft Azure VPC environment with segmented VPCs (VPE West, VPE East), multiple availability zones, Internet Gateways, VPC VPN Gateways, and IP Sec VPN Tunnels. Network traffic encrypted via TLS. Remote access through bastion host with VPN.",Cloud-native SaaS application,[],[],"[""Azure Virtual Machines"", ""Virtual Servers""]",True,"[""Production databases in Azure""]",[],Defined in Backup Policy (specific frequency not detailed),True,True,Azure AD (implied from Azure environment),True,True,False,True,False,True,False,True,False,False,0,0,2,6,6,12,"Cloud-based platform providing AI-automated compliance management for SOC 2, HIPAA, GDPR, ISO 27001, and PCI DSS. Also described as low-cost GPU cloud infrastructure for developers. Delivers automated evidence gathering, continuous compliance monitoring, AI code scanning, infrastructure monitoring, and security questionnaire automation.",True,True,Azure,Type 2
1kmdSIgZtNMb0vNTImKMQC2Re2OS0WiTZhA9qyGD6ZDU,"Parsed Systems, Inc.","AI lab building custom LLMs for companies that are cheaper, faster and more intelligent",SOC 2 Type 2,"August 25, 2025 - November 25, 2025",Accorp Partners,unqualified,"2261 Market Street STE 85861, San Francisco, CA 94114","Mudith Jayasekara, CEO",vision-single,32,,,,,,,,,Supabase (primary),"[""Multi-cloud environments"", ""Region-specific inference clusters""]",Multiple availability zones in high availability data centers,"[""Render (VPC for app.parsed.com)"", ""Baseten (for deployed LLMs)""]",[],Not specified,True,False,True,True,True,True,True,"Segmented VPCs and access control lists (ACLs). Traffic flows from Public Internet to Render VPC (app.parsed.com) or Baseten (Deployed LLMs via Internet Gateway). Supabase VPC contains Data API, Auth API, DB, and Storage API with Internet Gateway. Job Runner and LLM Manager also in Render VPC.",API-based microservices,[],[],"[""Virtual servers in cloud"", ""Inference clusters""]",True,"[""PostgreSQL (via Supabase)""]",[],Suitable backups taken and maintained,True,True,Supabase Auth,True,True,False,True,False,True,False,True,True,True,0,0,4,4,4,8,"Technology company providing post-training service and platform that helps organizations own and continually improve domain-specific frontier LLMs. Enables customers to evaluate, fine-tune, and run dedicated inference on models built specifically for them across multi-cloud environments. Serves healthcare, legal, insurance, finance, and other industries.",True,False,Supabase,Type 2
1_dtV2K_5iA5pEw0lkZkET0EGO-jqioZoQi8V8sYMMLo,"DataStrut AI, Inc.",DataStrut AI - AI-Powered Field Operations Platform for Construction,SOC 2 Type 1,"As of November 26, 2025",Accorp Partners,unqualified,No physical offices - fully remote/cloud-based,"Allen Sussman, Co-Founder & CTO",vision-single,30,,,,,,,,,Amazon Web Services (AWS),"[""Multiple availability zones in AWS""]",Multiple AZs with failover capabilities,"[""Heroku (App deployment)""]","[""AWS Lambda (implied)""]",Not explicitly mentioned,True,True,True,True,True,True,False,Traffic flows through segmented VPCs. Call Workflow: Foreman -> Twilio -> Voice AI Assistant (VAPI) -> Heroku/AWS -> PostgreSQL. MMS Workflow: Foreman -> Twilio -> Image Processor -> S3. Web App Workflow: Web User -> Auth0 -> Web App with WAF -> Heroku/AWS.,Microservices/web-based platform,[],[],"[""Heroku (Application platform)"", ""AWS EC2/Virtual Servers""]",False,"[""PostgreSQL 14 (encrypted with AES-256)""]",[],Daily backups maintained as per Backup Policy,True,True,Auth0,True,True,False,True,True,True,False,True,False,True,0,0,12,3,4,10,"DataStrut AI is a data capture and insights platform built for the construction industry, focusing on field operations. It leverages AI to automate field data capture and reporting, delivering real-time visibility into job site activity to reduce administrative work, improve communication between field and office, and streamline daily workflows.",True,False,AWS,Type 1
1ywsycpDThTUK7v98B2mM4Dt7--WrkOmoeV68SgMAAgY,Unnbound Inc.,Unnbound,SOC 2 Type 1,"As of June 19, 2025",Accorp Partners,"Unqualified - In our opinion, in all material respects: (a) The description fairly presents the system that was designed and implemented as of June 19, 2025; (b) The controls stated in the description were suitably designed to provide reasonable assurance that the applicable trust services criteria would be met if the controls operated effectively as of June 19, 2025","1 Sansome Street, Suite 3500, San Francisco, CA 94104",Daniel Hagemann,vision,56,,,,,,,,,AWS,[],,[],[],,True,False,False,False,False,False,False,"Traffic flows from Route53 to Internet Gateway, through WAF, to Application Load Balancers in both subnets. ALBs distribute traffic to ECS services which connect to Aurora databases. Two availability zones (us-west-1b, us-west-1c) provide redundancy. Subnet-1 contains ALB Cluster 1 with ECS Services 1-100 and Aurora Database 1/M. Subnet-2 contains ALB Cluster N with ECS Services 101-102 and Aurora Database 1/M.",,[],[],[],False,"[""databases"", ""Aurora Database 1"", ""Aurora Database M"", ""databases mentioned as part of infrastructure requiring access control"", ""database accounts"", ""databases supporting the application""]",[],,False,False,,True,True,False,False,False,False,False,True,True,False,53,0,7,0,0,0,"Independent Service Auditors' Report on Management's Description of a Service Organization's System Relevant to Security and the Suitability of the Design of Controls AI Agents for supply chain integrations AI Agents for supply chain integrations - system description as of June 19, 2025 based on DC Section 200 2018 Unbound Inc. provides AI-powered integration assistants for supply chain systems, enabling connection of WMS, TMS, ERP, EDI and other systems without coding. The Unbound Platform incl",True,False,AWS,Type 1
1rGXrdprBbz--pfrKDyA-iIo8ZAMMoNoVkQCKvA-zofQ,"River Software, LLC",River background queueing software libraries for Go developers,SOC 2 Type 1,"As of October 23, 2025",Accorp Partners,unqualified,"9901 Brodie Lane, Suite 160 PMB1493, Austin, TX 78748","Blake Gentry, Founder and Director",vision-single,30,,,,,,,,,"Render (primary hosting platform), Amazon Web Services (RDS), Cloudflare (CDN/Workers)","[""Multiple availability zones via Render""]",Multiple availability zones in high availability data centers,"[""Vercel (Customer Dashboard hosting)"", ""Cloudflare (Workers, R2 storage)""]","[""Cloudflare Workers"", ""Render (serverless containers)""]",Cloudflare,True,True,True,True,True,True,True,"Cloudflare CDN fronts traffic to Customer Dashboard (hosted on Vercel) and Go module/Docker image server (Cloudflare Workers, R2). Auth API server hosted on EC2 via Render connects to Amazon RDS Postgres Database. Third-party integrations with Stripe (billing) and Clerk (authentication). Customer runtime apps run in customer environment with zero access back to River systems.",Self-hosted library/customer-managed runtime,"[""Go""]","[""Go modules"", ""PostgreSQL schemas/migrations""]","[""Amazon EC2 (via Render)"", ""Cloudflare Workers"", ""Vercel""]",False,"[""PostgreSQL (Amazon RDS)""]",[],Daily backups,True,True,Clerk (Authentication),True,True,False,True,False,True,False,True,True,True,0,0,6,4,4,8,"Technology company providing open source software for background job queueing within customers' own software applications, along with paid extensions and support services. River is a Go library and worker system for fast, reliable background jobs backed by PostgreSQL.",True,True,AWS,Type 1
1RY-60Lm0j63zkq2cAaASu5woklAagQ62lV8LUAFTDd0,Permut Inc.,AI-Powered Customer Engagement & Research Platform,SOC 2 Type II,"July 17, 2025 - October 17, 2025",Accorp Partners,unqualified,"548 Market Street PMB 80770, San Francisco, CA 94104, United States","Alex Lopera, Co-founder & CEO",vision-single,33,,,,,,,,,AWS (Amazon Web Services),"[""AWS Multi-AZ deployment""]",Multiple availability zones in AWS,[],[],Cloudflare,True,True,True,True,True,True,False,"Traffic flows through Cloudflare WAF to AWS/Fly Global Load Balancer (Anycast IPs), through Firewall to Public Subnet (Landing/Frontend), then to Backend (internal), connected to Redis cache and PostgreSQL database, with S3 for backup storage",Microservices/SaaS,[],[],"[""AWS EC2"", ""Virtual servers""]",True,"[""PostgreSQL (Private)"", ""Redis (Private)""]","[""Redis""]",Daily,True,True,Internal with unique login IDs,True,True,False,True,True,True,False,True,False,True,20,0,3,17,11,20,"Permut Inc. provides AI agents that engage customers in personalized, brand-aligned conversations, capturing real-time insights at scale. The platform replaces static surveys and ticket-based support with dynamic, contextual dialogues for customer experience, research, and support.",True,True,AWS,Type 2
1dSkeLc-0AbBwsOhXYTXJneM9cFwLoUgIjt_irXeFIGc,EverCurrent Inc,EverCurrent Platform (Intelligent platform to accelerate hardware development),SOC 2 Type II,"August 18, 2025 - November 18, 2025",Accorp Partners,unqualified,"66 Franklin St Suite 300, Oakland, CA 94607","Ye Wang, Founder and CEO",vision-single,32,,,,,,,,,Amazon Web Services (AWS),"[""AWS Production VPC (10.0.0.0/16)""]",Multiple availability zones with high availability data centers and failover capabilities,[],[],,True,False,True,True,True,True,False,"Users (web/mobile) → Internet → AWS Production VPC (Public Subnet: Load Balancer) → Private Subnet (Application Layer: Frontend React → Backend FastAPI Python) → Data Layer (PostgreSQL, Weaviate) + External Services (Auth0, OpenAI, Google APIs)","Three-tier web application (Frontend, Backend, Data Layer)","[""Python (FastAPI)"", ""JavaScript/React""]","[""FastAPI"", ""React""]","[""AWS EC2/Virtual servers"", ""Load Balancer""]",True,"[""PostgreSQL (Primary data storage)"", ""Weaviate (Vector database)""]",[],Daily backups maintained as per Backup Policy,True,False,Auth0 (External Service) + Internal unique login ID,True,True,True,True,False,True,False,True,False,True,0,0,4,1,4,8,"AI-automated compliance platform designed to help companies achieve and maintain compliance with various frameworks such as SOC 2. The AI-native platform of record aligns tools, processes and knowledge for hardware teams – keeping changes recorded, decisions in context and risks visible.",True,False,AWS,Type 2
1XiHlsQyUsaJpQM4G1VZ5KtK1BpbYzs9ZVRDripdNqV4,"Trusyft, Inc.",The Trusyft Platform,SOC 2 Type 1,"As of October 23, 2025",Accorp Partners,unqualified,"1200 Paseo Camarillo Ste 295, Camarillo, CA 93010","Michael Gose, CEO",vision-single,30,,,,,,,,,Supabase,[],Multiple - Supabase environment supports multi-AZ high availability,"[""Vercel"", ""Google Cloud (Vertex AI)""]","[""Supabase Functions"", ""Vercel""]",Vercel,True,True,True,True,True,True,False,"End Users access via HTTPS (TLS) to Vercel (Next.js App) which serves UI and API calls. Vercel connects via HTTPS (TLS) to Supabase VPC environment containing Postgres Database, Authentication, Functions/APIs. Admin access via Bastion Host/VPN. Google Vertex AI integrated for data extraction via isolated API key and HTTPS.",Serverless web application with AI integration,[],"[""Next.js""]","[""Vercel (Next.js App)"", ""Supabase Functions""]",True,"[""PostgreSQL (via Supabase)""]",[],Daily,True,False,Supabase Authentication,True,True,False,True,True,True,True,True,True,True,0,0,3,0,5,8,A visually accessible system of record to guide your client service. Trusyft provides an AI-enabled platform which enables tax and estate planning professionals to automatically build client ownership and estate structures through the importing of client documents.,True,False,Supabase,Type 1
